published_at,topic,source,title,url
2026-06-23T23:07:34+00:00,politics,BBC Politics,"Ten years on, Brexit's economic impact is becoming clearer",https://www.bbc.co.uk/news/articles/cyv0m164m84o?at_medium=RSS&at_campaign=rss
2026-06-06T11:08:22+00:00,politics,BBC Politics,The Nowak murder has lit a match under British politics. This is how we got here,https://www.bbc.co.uk/news/articles/c39297vxmw2o?at_medium=RSS&at_campaign=rss
2026-05-16T23:26:41+00:00,politics,BBC Politics,Is it harder than ever to be prime minister?,https://www.bbc.co.uk/news/articles/cqjpe7q0j1xo?at_medium=RSS&at_campaign=rss
2026-04-25T12:07:54+00:00,politics,BBC Politics,Relish and dread as Starmer 'shambles' hangs over Scotland and Wales elections,https://www.bbc.co.uk/news/articles/cq59xvdzjv7o?at_medium=RSS&at_campaign=rss
2026-07-21T13:57:51+00:00,breaking-news,ABC News (Top Stories),Millions along I-95 corridor brace for new flood threat,https://abcnews.com/US/northeast-braces-flash-flooding-threat/story?id=134927985
2026-07-21T13:57:20+00:00,breaking-news,BBC News (Top Stories),"Ann Widdecombe was hit on head repeatedly with hammer, prosecutors say",https://www.bbc.co.uk/news/articles/cj03r77n07jo?at_medium=RSS&at_campaign=rss
2026-07-21T13:47:23+00:00,breaking-news,BBC News (Top Stories),"Ozempic-maker sues rival, accusing it of false advertising",https://www.bbc.co.uk/news/articles/c3v0rzd2l17o?at_medium=RSS&at_campaign=rss
2026-07-21T13:46:05+00:00,breaking-news,BBC News (Top Stories),Parts of the UK move closer to drought,https://www.bbc.co.uk/weather/articles/cjwx0xv571eo?at_medium=RSS&at_campaign=rss
2026-07-21T13:41:54+00:00,breaking-news,BBC News (Top Stories),Progress or standing still - where are England under Borthwick?,https://www.bbc.co.uk/sport/rugby-union/articles/crr8r25yv7vo?at_medium=RSS&at_campaign=rss
2026-07-21T13:38:29+00:00,breaking-news,BBC News (Top Stories),Man found guilty of helping escaped prisoner Daniel Khalife,https://www.bbc.co.uk/news/articles/cq89q7p5g1ko?at_medium=RSS&at_campaign=rss
2026-07-21T13:32:04+00:00,breaking-news,Al Jazeera,India tunnel collapse at a hydropower project kills 10 as 17 remain missing,https://www.aljazeera.com/news/2026/7/21/india-tunnel-collapse-at-a-hydropower-project-kills-10-as-17-remain-missing?traffic_source=rss
2026-07-21T13:26:40+00:00,breaking-news,Al Jazeera,‘There is ‌no safe place’: Israeli attack kills family of six in Gaza,https://www.aljazeera.com/news/2026/7/21/there-is-no-safe-place-israeli-attack-kills-family-of-six-in-gaza?traffic_source=rss
2026-07-21T13:25:37+00:00,breaking-news,Al Jazeera,Trump’s new 50 percent Canada tariffs: What products are affected and why?,https://www.aljazeera.com/news/2026/7/21/trumps-new-50-percent-canada-tariffs-what-products-are-affected-and-why?traffic_source=rss
2026-07-21T13:24:45+00:00,breaking-news,BBC News (Top Stories),What could Burnham as PM mean for sport?,https://www.bbc.co.uk/sport/olympics/articles/c80nvp5d1mno?at_medium=RSS&at_campaign=rss
2026-07-21T13:21:54+00:00,breaking-news,BBC News (Top Stories),Ferguson says Keegan built Newcastle's greatest team,https://www.bbc.co.uk/sport/football/articles/cpd7nzxzdjqo?at_medium=RSS&at_campaign=rss
2026-07-21T13:17:06+00:00,breaking-news,ABC News (Top Stories),WATCH: Is 2026 the year that saved movies?,https://abcnews.com/video/134943156/
2026-07-21T13:17:04+00:00,breaking-news,Al Jazeera,Bodycam shows Florida student tased and arrested by campus police,https://www.aljazeera.com/video/newsfeed/2026/7/21/bodycam-shows-florida-student-tased-and-arrested-by-campus-police?traffic_source=rss
2026-07-21T13:16:57+00:00,breaking-news,ABC News (Top Stories),WATCH: Dog reunited with family after 10 days,https://abcnews.com/video/134943170/
2026-07-21T13:15:01+00:00,breaking-news,ABC News (Top Stories),WATCH: 10-foot great white shark stalks swimmers off Southern California,https://abcnews.com/video/134943149/
2026-07-21T13:14:53+00:00,breaking-news,ABC News (Top Stories),WATCH: Spain celebrates World Cup title,https://abcnews.com/video/134943144/
2026-07-21T13:10:49+00:00,breaking-news,BBC News (Top Stories),Ryanair boss says 'foreign object' may have broken plane window,https://www.bbc.co.uk/news/articles/cy9wq82q1pgo?at_medium=RSS&at_campaign=rss
2026-07-21T13:01:20+00:00,breaking-news,BBC News (Top Stories),Keeper Martinez may 'step aside' from Argentina,https://www.bbc.co.uk/sport/football/articles/c62xzle86n4o?at_medium=RSS&at_campaign=rss
2026-07-21T13:01:09+00:00,breaking-news,BBC News (Top Stories),Watch Texas police officer pull man from burning car,https://www.bbc.co.uk/news/videos/clyej920j5po?at_medium=RSS&at_campaign=rss
2026-07-21T13:00:00+00:00,breaking-news,NPR (Top Stories),"The best games of 2026 so far, picked by NPR's staff",https://www.npr.org/2026/07/21/nx-s1-5897567/best-games-2026-npr
2026-07-21T12:59:28+00:00,breaking-news,Al Jazeera,Baby trafficking ringleader jailed for 7 years,https://www.aljazeera.com/video/newsfeed/2026/7/21/baby-trafficking-ringleader-jailed-for-7-years?traffic_source=rss
2026-07-21T12:56:21+00:00,breaking-news,Al Jazeera,Mexican drug lord ‘El Mayo’ sentenced to life in US prison,https://www.aljazeera.com/video/newsfeed/2026/7/21/mexican-drug-lord-el-mayo-sentenced-to-life-in-us-prison?traffic_source=rss
2026-07-21T12:56:18+00:00,breaking-news,BBC News (Top Stories),London-based civil servants offered move to No 10 North in Manchester,https://www.bbc.co.uk/news/articles/c9d8p0l29pxo?at_medium=RSS&at_campaign=rss
2026-07-21T12:48:37+00:00,breaking-news,BBC News (Top Stories),Dozens hurt in Bologna protests after man dies while being restrained by police,https://www.bbc.co.uk/news/articles/c86nwgw148xo?at_medium=RSS&at_campaign=rss
2026-07-21T12:45:44+00:00,breaking-news,BBC News (Top Stories),Thames Water announces hosepipe ban for 10.1 million,https://www.bbc.co.uk/news/articles/crmrnvl2xw8o?at_medium=RSS&at_campaign=rss
2026-07-21T12:34:05+00:00,breaking-news,Al Jazeera,"Iran war: Look beyond stocks to understand state of economy, experts say",https://www.aljazeera.com/economy/2026/7/21/iran-war-look-beyond-stocks-to-understand-state-of-economy-experts-say?traffic_source=rss
2026-07-21T12:33:15+00:00,breaking-news,BBC News (Top Stories),Row escalates in Ukraine over army chief's future,https://www.bbc.co.uk/news/articles/c7vgel8374yo?at_medium=RSS&at_campaign=rss
2026-07-21T12:29:11+00:00,breaking-news,ABC News (Top Stories),Iran live updates: Pentagon names soldier killed in Iraq by downed Iranian drone,https://abcnews.com/International/live-updates/iran-live-updates-kuwait-attacked-bahrain-sounds-sirens/?id=134907987
2026-07-21T12:26:34+00:00,breaking-news,BBC News (Top Stories),"Infantino's 'time is up' with Fifa, La Liga boss says",https://www.bbc.co.uk/sport/football/articles/cqjxzy44l0vo?at_medium=RSS&at_campaign=rss
2026-07-21T12:26:34+00:00,breaking-news,BBC News (Top Stories),Infantino's 'time is up' with Fifa - La Liga boss,https://www.bbc.co.uk/sport/football/articles/cqjxzy44l0vo?at_medium=RSS&at_campaign=rss
2026-07-21T12:21:27+00:00,breaking-news,BBC News (Top Stories),Russian warship carried out firing exercise off Plymouth coast,https://www.bbc.co.uk/news/articles/ce970jryrk3o?at_medium=RSS&at_campaign=rss
2026-07-21T12:09:38+00:00,breaking-news,BBC News (Top Stories),Angela Rayner: Labour's working-class warrior bounces back,https://www.bbc.co.uk/news/articles/cqlz3p0ryylo?at_medium=RSS&at_campaign=rss
2026-07-21T12:03:39+00:00,breaking-news,Al Jazeera,How a 64-team World Cup could transform football’s economics,https://www.aljazeera.com/sports/2026/7/21/how-a-64-team-world-cup-could-transform-footballs-economics?traffic_source=rss
2026-07-21T12:00:56+00:00,breaking-news,NPR (Top Stories),India's youth-led Cockroach movement vows to continue protest after police crackdown,https://www.npr.org/2026/07/21/g-s1-134722/indias-youth-led-cockroach-movement-vows-to-continue-protest-after-police-crackdown
2026-07-21T11:58:57+00:00,breaking-news,Google News (wrapper),Microsoft Defender XDR Blind Spot Lets Public C2 Traffic Evade Detection Queries - gbhackers.com,https://news.google.com/rss/articles/CBMiZ0FVX3lxTE1mbUljeUQxbmwtSm1hUWg3LWdWYko5NFpuYXd2ZFNrYkIzLVVCcWpaN2hRcmVBblZpRF80VVZ5QWlkczI4UVk3NU1XWHdFN2ZfOF9mWVFZQ0xLNWMwaXVSLUs3MEZ2ZUnSAWxBVV95cUxONGhscWk2eHZXLUc2QUpUV19zVGFMSEswUlpnY2UyNThKTGQzcXQzNFNTOF84dkJ2NTJqQlhIS01kUC1tbGlXUmZIUzJTVzV1bmMteDBTcG40U3FPNl9QV0dQOWtHeTloUVBYS0o?oc=5
2026-07-21T11:57:27+00:00,breaking-news,ABC News (Top Stories),CVS announces new pharmacy option for pet owners,https://abcnews.com/GMA/Living/cvs-announces-new-pharmacy-option-pet-owners/story?id=134929022
2026-07-21T11:51:37+00:00,breaking-news,Al Jazeera,India’s ‘cockroach’ protest movement halts marches after police violence,https://www.aljazeera.com/news/2026/7/21/indias-cockroach-protest-movement-halts-marches-after-police-violence?traffic_source=rss
2026-07-21T11:42:41+00:00,breaking-news,BBC News (Top Stories),Trump slaps 50% tariffs on Canada and Carney vows to 'intensify' trade talks,https://www.bbc.co.uk/news/articles/cg4dzq3x3e1o?at_medium=RSS&at_campaign=rss
2026-07-21T11:32:47+00:00,breaking-news,Al Jazeera,Hunger is falling but is still higher than pre-COVID levels: UN report,https://www.aljazeera.com/news/2026/7/21/hunger-is-falling-but-is-still-higher-than-pre-covid-levels-un-report?traffic_source=rss
2026-07-21T11:24:05+00:00,breaking-news,Al Jazeera,Hamas’s new leader must bridge a movement divided over Iran,https://www.aljazeera.com/opinions/2026/7/21/hamass-new-leader-must-bridge-a-movement-divided-over-iran?traffic_source=rss
2026-07-21T11:15:29+00:00,breaking-news,ABC News (Top Stories),WATCH: Woman gives birth to rare identical quadruplets,https://abcnews.com/video/134941435/
2026-07-21T11:12:41+00:00,breaking-news,NPR (Top Stories),"Iran-backed Houthis announce blockade. And, Cyclospora source remains unknown",https://www.npr.org/2026/07/21/g-s1-134720/up-first-newsletter-yemen-houthi-iran-war-pete-hegseth-pentagon-fda-cyclospora
2026-07-21T11:11:59+00:00,breaking-news,Al Jazeera,‘Won’t back down’: Indian student protesters return after police crackdown,https://www.aljazeera.com/news/2026/7/21/wont-back-down-indian-student-protesters-return-after-police-crackdown?traffic_source=rss
2026-07-21T11:10:02+00:00,breaking-news,Al Jazeera,Lebanese president set to meet Trump as Beirut seeks Israeli withdrawal,https://www.aljazeera.com/news/2026/7/21/lebanese-president-set-to-meet-trump-as-beirut-seeks-israeli-withdrawal?traffic_source=rss
2026-07-21T10:47:32+00:00,breaking-news,ABC News (Top Stories),WATCH: Small plane crash lands on Texas home,https://abcnews.com/video/134932139/
2026-07-21T10:43:48+00:00,breaking-news,BBC News (Top Stories),Lebanese army says troops deploying in 'pilot zone' after Israeli withdrawal,https://www.bbc.co.uk/news/articles/cy8mynlmn55o?at_medium=RSS&at_campaign=rss
2026-07-21T10:31:34+00:00,breaking-news,NPR (Top Stories),Trump imposes 50% tariffs on Canadian goods,https://www.npr.org/2026/07/21/nx-s1-5901905/trump-imposes-tariffs-canadian-goods
2026-07-21T10:31:33+00:00,breaking-news,ABC News (Top Stories),WATCH: Internet-famous Jackie the eagle recovering after fight,https://abcnews.com/video/134940949/
2026-07-21T10:30:45+00:00,breaking-news,BBC News (Top Stories),Thames Water lenders offer 'golden share' to head off nationalisation,https://www.bbc.co.uk/news/articles/clyv43x372wo?at_medium=RSS&at_campaign=rss
2026-07-21T10:30:00+00:00,breaking-news,NPR (Top Stories),"How soccer brings a Bhutanese community together in Harrisburg, Pa.",https://www.npr.org/sections/the-picture-show/2026/07/21/nx-s1-5897423/soccer-in-us-nepali-bhutanese-community
2026-07-21T10:30:00+00:00,breaking-news,NPR (Top Stories),The best economic ideas from around the world — Planet Money Summer School is back,https://www.npr.org/sections/planet-money/2026/07/21/g-s1-134281/the-best-economic-ideas-from-around-the-world-planet-money-summer-school-is-back
2026-07-21T10:28:16+00:00,breaking-news,Al Jazeera,Arizona’s primary elections: Which US races to watch and why they matter,https://www.aljazeera.com/news/2026/7/21/arizonas-primary-elections-which-us-races-to-watch-and-why-they-matter?traffic_source=rss
2026-07-21T10:27:31+00:00,breaking-news,Al Jazeera,Lebanon’s Joseph Aoun to meet Trump: What to expect,https://www.aljazeera.com/news/2026/7/21/lebanons-joseph-aoun-to-meet-trump-what-to-expect?traffic_source=rss
2026-07-21T10:25:18+00:00,breaking-news,Al Jazeera,FIFA World Cup 2026: Who had the most goals and assists at the tournament?,https://www.aljazeera.com/sports/2026/7/21/who-scored-the-most-goals-kept-clean-sheets-made-assists-fifa-world-cup-yellow-cards-saves?traffic_source=rss
2026-07-21T10:21:43+00:00,breaking-news,NPR (Top Stories),"Amid U.S.-Iran war, Houthi rebels threaten to blockade another key strait",https://www.npr.org/2026/07/21/nx-s1-5901846/us-iran-updates
2026-07-21T10:21:08+00:00,breaking-news,Al Jazeera,Can AI systems make moral decisions in war?,https://www.aljazeera.com/news/2026/7/21/can-ai-systems-make-moral-decisions-in-war?traffic_source=rss
2026-07-21T10:20:22+00:00,breaking-news,Al Jazeera,"Andy Burnham to cut taxes on electricity bills, announces new UK cabinet",https://www.aljazeera.com/news/2026/7/21/andy-burnham-to-cut-taxes-on-electricity-bills-announces-new-uk-cabinet?traffic_source=rss
2026-07-21T10:19:06+00:00,breaking-news,Al Jazeera,Australian MP interrupts tough interview to yell at dog,https://www.aljazeera.com/video/newsfeed/2026/7/21/australian-mp-interrupts-tough-interview-to-yell-at-dog?traffic_source=rss
2026-07-21T10:15:25+00:00,breaking-news,BBC News (Top Stories),Boy who inspired organ donation law in NI gets new heart after 8-year wait,https://www.bbc.co.uk/news/articles/cx27ne84lewo?at_medium=RSS&at_campaign=rss
2026-07-21T10:07:38+00:00,breaking-news,BBC News (Top Stories),VAT to be cut from household electricity bills in October,https://www.bbc.co.uk/news/articles/cjwxll8jyz8o?at_medium=RSS&at_campaign=rss
2026-07-21T10:00:00+00:00,breaking-news,NPR (Top Stories),"Amid nurse shortage, a university rolls out the welcome mat for men",https://www.npr.org/2026/07/21/nx-s1-5869813/nursing-men-jobs-male-nurses
2026-07-21T09:52:56+00:00,breaking-news,Al Jazeera,Huge fire at Ukraine shopping centre after Russian drone strike,https://www.aljazeera.com/video/newsfeed/2026/7/21/huge-fire-at-ukraine-shopping-centre-after-russian-drone-strike?traffic_source=rss
2026-07-21T09:48:55+00:00,breaking-news,Al Jazeera,Argentina deny World Cup villains’ role after Samuel Jackson-led slants,https://www.aljazeera.com/sports/2026/7/21/argentina-grapple-with-world-cup-villainy-amid-samuel-l-jackson-led-slant?traffic_source=rss
2026-07-21T09:48:20+00:00,breaking-news,BBC News (Top Stories),"US launches fresh strikes on Iran, as Trump warns of retaliation for deaths of soldiers",https://www.bbc.co.uk/news/articles/cx25wg2x26do?at_medium=RSS&at_campaign=rss
2026-07-21T09:18:50+00:00,breaking-news,Al Jazeera,Philippine Foreign Secretary says ASEAN must work together,https://www.aljazeera.com/video/newsfeed/2026/7/21/philippine-foreign-secretary-says-asean-must-work-together-2?traffic_source=rss
2026-07-21T09:16:11+00:00,breaking-news,Al Jazeera,Philippine Foreign Secretary says ASEAN must work together,https://www.aljazeera.com/video/newsfeed/2026/7/21/philippine-foreign-secretary-says-asean-must-work-together?traffic_source=rss
2026-07-21T09:04:50+00:00,breaking-news,Al Jazeera,"Hormuz tankers on fire, as US, Iran continue attacks: What’s the latest?",https://www.aljazeera.com/news/2026/7/21/hormuz-tankers-on-fire-as-us-iran-continue-attacks-whats-the-latest?traffic_source=rss
2026-07-21T09:00:36+00:00,breaking-news,BBC News (Top Stories),Chris Mason: Starmer ally takes swipe at Burnham's first big policy,https://www.bbc.co.uk/news/articles/c62xzn3j1p2o?at_medium=RSS&at_campaign=rss
2026-07-21T09:00:00+00:00,breaking-news,NPR (Top Stories),A homeless man was charged with a felony for camping. He's one of the first,https://www.npr.org/2026/07/21/nx-s1-5887358/tennessee-homeless-arrest-felony-camping-ban
